Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,baden_wuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg_vorpommern,niedersachsen,nordrhein_westfalen,rheinland_pfalz,saarland,sachsen,sachsen_anhalt,schleswig_holstein,thueringen,Industries,industry,industrials,information_technology,communication_services,real_estate,financials,consumer_discretionary,web3_blockchain,health_care,materials,consumer_staples,other,utilities,energy,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,twitter,instagram,linkedin,ceo_connections,ceo_connections_dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,total_funding,last_funding,age,funding_time_months,startup_stage,industry_clean
Alocai GmbH,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Gaming,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2021-03-16,,,,Alocai is an end-to-end game localization platform that integrates human creativity and AI to deliver superior gaming experiences.,AI,Alocai GmbH AI startup website,18.0,0.0,905.0,500.0,1,,,,,1.19,historical,1.19,,,4,2,1,information_technology
MeetAnyway,2020-04-01,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Collaboration, Enterprise, Software,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$125,000",Pre-Seed,2021-03-22,"$125,000",1.0,,MeetAnyway provides a platform that specializes in online events.,Collaboration,MeetAnyway Collaboration startup website,6.0,0.0,191.0,165.0,0,$,125000.0,$,125000.0,1.19,historical,1.19,148750.0,148750.0,4,11,1,information_technology
independesk,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Internet, Mobile Apps, Rental,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2021-03-24,,2.0,,"Workspace Platform, Coworking Provider and SaaS for Management of Hybrid Working",Internet,independesk Internet startup website,73.0,0.0,2000.0,500.0,1,,,,,1.18,historical,1.18,,,5,14,1,communication_services
Restack,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Developer Platform, DevOps, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2021-03-30,,9.0,1.0,"Restack provides the developer tools and cloud infrastructure to bring AI products into production in minutes, not months.",Developer Platform,Restack Developer Platform startup website,0.0,0.0,14.0,500.0,1,,,,,1.18,historical,1.18,,,4,2,1,information_technology
Dive platform GMBH,2021-03-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Audio, Mobile Apps, Podcast, Social Media",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,11-50,2,"€700,000",Pre-Seed,2021-04-01,"€500,000",1.0,9.0,Social audio for professionals,Audio,Dive platform GMBH Audio startup website,0.0,0.0,0.0,0.0,0,€,700000.0,€,500000.0,1.17,historical,1.17,700000.0,500000.0,3,1,1,communication_services
Additive Scale,2021-04-01,"Krailling, Bayern, Germany",Krailling,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3D Printing, Eyewear, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,000,000",Pre-Seed,2021-04-01,"€1,000,000",,,Our proprietary technology allows to produce 3D printed eyewear with mind-blowing quality from one to million units. Made in Germany.,3D Printing,Additive Scale 3D Printing startup website,0.0,129.0,267.0,500.0,1,€,1000000.0,€,1000000.0,1.17,historical,1.17,1000000.0,1000000.0,3,0,1,information_technology
Heyrecruit,2020-05-08,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Human Resources, Software",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2021-04-01,,1.0,,Heyrecruit is an app that supports clients in the selection and communication with applicants.,Human Resources,Heyrecruit Human Resources startup website,0.0,0.0,344.0,408.0,0,,,,,1.17,historical,1.17,,,4,10,1,industrials
haeppie,2021-02-12,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, SaaS, Sales Automation,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2021-04-10,,,,haeppie builds the workspace for sales teams.,B2B,haeppie B2B startup website,3.0,0.0,450.0,418.0,0,,,,,1.19,historical,1.19,,,3,1,1,industrials
Verbally,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Consulting, Information Technology,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2021-04-20,,2.0,,Verbally develops and sales of software in the field of communication analysis.,Consulting,Verbally Consulting startup website,0.0,0.0,572.0,500.0,1,,,,,1.2,historical,1.2,,,4,3,1,industrials
CBApply,2020-11-01,"Chemnitz, Sachsen, Germany",Chemnitz,Sachsen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"SaaS, Service Industry, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,Seed,2021-04-20,,1.0,,CBApply is short for Cloud-Based Applications which are innovative business applications that are available as software-as-a-service.,SaaS,CBApply SaaS startup website,0.0,0.0,0.0,0.0,0,,,,,1.2,historical,1.2,,,4,5,2,information_technology
CALIMA,2021-04-22,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Commercial, Consulting, Public Safety,",Real Estate,0,0,0,1,0,0,0,0,0,0,0,0,0,1-10,1,"€325,000",Pre-Seed,2021-04-22,"€325,000",,1.0,CALIMA develops and distributes an emergency system for companies to protect lone workers in compliance with the law.,Commercial,CALIMA Commercial startup website,0.0,208.0,764.0,500.0,1,€,325000.0,€,325000.0,1.2,historical,1.2,325000.0,325000.0,3,0,1,real_estate
Coleap,2021-04-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"E-Learning, EdTech, Education",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,11-50,1,"€2,760,000",Pre-Seed,2021-04-28,"€2,760,000",2.0,,Coleap is a social commerce platform for professional upskilling.,E-Learning,Coleap E-Learning startup website,0.0,0.0,2000.0,500.0,1,€,2760000.0,€,2760000.0,1.21,historical,1.21,2760000.0,2760000.0,3,0,1,consumer_discretionary
eye2you,2020-04-21,"Tübingen, Baden-Wurttemberg,",Tübingen,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Health Care,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2021-05-01,,,,eye2you is a medical AI for retinal examinations.,AI,eye2you AI startup website,252.0,0.0,0.0,0.0,0,,,,,1.2,historical,1.2,,,4,12,1,information_technology
Forenamics,2020-04-01,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, Enterprise Resource Planning (ERP),,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€350,000",Pre-Seed,2021-05-01,"€350,000",1.0,,Forenamics is a AI demand forecasting service for food producers.,AI,Forenamics AI startup website,0.0,0.0,241.0,0.0,0,€,350000.0,€,350000.0,1.2,historical,1.2,350000.0,350000.0,4,12,1,information_technology
CATHAGO,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Construction, SaaS, Software",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2021-05-01,,4.0,,CATHAGO is a ConTech startup which increases efficiency in construction procurement with a cloud SaaS solution.,Construction,CATHAGO Construction startup website,0.0,0.0,2000.0,500.0,1,,,,,1.2,historical,1.2,,,4,3,1,industrials
alfatier GmbH,2021-05-12,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"SaaS, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2021-05-15,,1.0,,"SaaS, HRtech, Talent Management, Skills Management",SaaS,alfatier GmbH SaaS startup website,2.0,0.0,168.0,84.0,0,,,,,1.22,historical,1.22,,,3,0,1,information_technology
vCOACH,2020-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mobile Apps, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2021-05-17,,4.0,2.0,vCOACH helps in building a consumer mobile app for getting access to personal skill improvement.,Mobile Apps,vCOACH Mobile Apps startup website,0.0,0.0,2000.0,500.0,1,,,,,1.22,historical,1.22,,,5,16,1,information_technology
yuccaHR,2020-06-01,"Düsseldorf, Nordrhein-Westfalen,",Düsseldorf,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Seed,2021-05-20,,,,yuccaHR helps companies to engage with employees by providing an onboarding workflow automation and matchmaking tool.,Software,yuccaHR Software startup website,26.0,0.0,983.0,500.0,1,,,,,1.22,historical,1.22,,,4,11,2,information_technology
Hintbox,2020-05-01,"Koblenz, Rheinland-Pfalz, Germany",Koblenz,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Information Technology, Internet,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Seed,2021-06-01,,1.0,2.0,Hintbox is a whistleblower system and hinweisgeber system that offer an ombudsman solution.,Information Technology,Hintbox Information Technology startup website,0.0,0.0,1000.0,500.0,1,,,,,1.22,historical,1.22,,,4,13,2,information_technology
PosterLab,2020-01-01,"Mainz, Rheinland-Pfalz, Germany",Mainz,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Collaboration, Innovation Management,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,3,,Seed,2021-06-08,,3.0,3.0,PosterLab provides a cross-organization collaboration platform embedding guidances for partnerships in R&D to succeed.,Collaboration,PosterLab Collaboration startup website,219.0,0.0,1000.0,0.0,0,,,,,1.22,historical,1.22,,,5,17,2,information_technology
OWWN,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Banking, Financial Services,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,4,"€5,000,000",Seed,2021-06-10,"€5,000,000",13.0,2.0,OWWN is a banking app that provides a one-stop shop for young adults to manage their finances.,Apps,OWWN Apps startup website,0.0,0.0,0.0,0.0,0,€,5000000.0,€,5000000.0,1.22,historical,1.22,5000000.0,5000000.0,4,5,2,information_technology
EqualTo,2020-02-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Developer Tools, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,3,"€4,530,000",Seed,2021-06-10,"€3,500,000",11.0,1.0,Spreadsheet tooling for the modern stack.,Developer Tools,EqualTo Developer Tools startup website,66.0,0.0,0.0,0.0,0,€,4530000.0,€,3500000.0,1.22,historical,1.22,4530000.0,3500000.0,4,16,2,information_technology
ROQ Technology,2020-08-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Software,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"$10,000,000",Seed,2021-06-14,"$10,000,000",1.0,,ROQ Technology provides functional UI components and APIs for all critical features required to build the web application.,Information Technology,ROQ Technology Information Technology startup website,3775.0,0.0,1000.0,500.0,1,$,10000000.0,$,10000000.0,1.21,historical,1.21,12100000.0,12100000.0,4,10,2,information_technology
Meetsales,2020-12-10,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, Data Visualization, Direct Sales,,,,,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€800,000",Pre-Seed,2021-06-15,"€800,000",8.0,,Meetsales - the only headless video-based web app your B2B sales team needs,B2B,Meetsales B2B startup website,26.0,0.0,695.0,0.0,0,€,800000.0,€,800000.0,1.21,historical,1.21,800000.0,800000.0,4,6,1,industrials
Remi,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Computer, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,200,000",Pre-Seed,2021-06-16,"€1,200,000",8.0,3.0,"The culture building platform to help remote teams build connection, easily and effectively. Join the waitlist.",Computer,Remi Computer startup website,0.0,0.0,4000.0,500.0,1,€,1200000.0,€,1200000.0,1.21,historical,1.21,1200000.0,1200000.0,4,5,1,information_technology
Laya Technologies,2020-02-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€4,000,000",Seed,2021-06-23,"€4,000,000",,,"Laya enables dynamic, fully automated vacation packages for travel brands.",AI,Laya Technologies AI startup website,0.0,0.0,2000.0,500.0,1,€,4000000.0,€,4000000.0,1.19,historical,1.19,4000000.0,4000000.0,4,16,2,information_technology
heyvie,2021-05-31,"Karlsruhe, Baden-Wurttemberg,",Karlsruhe,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Neuroscience,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€435,000",Pre-Seed,2021-07-01,"€435,000",2.0,,Imagine a society in which every human could pursue whatever goal they want. Say hey to your new life. Say heyvie.,Machine Learning,heyvie Machine Learning startup website,0.0,0.0,114000.0,500.0,1,€,435000.0,€,435000.0,1.19,historical,1.19,435000.0,435000.0,3,1,1,information_technology
klaep,2021-06-02,"Freiburg, Baden-Wurttemberg,",Freiburg,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Android, Information Technology,,,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2021-07-01,,2.0,,Mobile Music Collaboration App,Android,klaep Android startup website,0.0,998.0,5000.0,500.0,1,,,,,1.19,historical,1.19,,,3,0,1,information_technology
HarvestAi,2020-01-01,"Potsdam, Brandenburg, Germany",Potsdam,Brandenburg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Farming,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€2,700,000",Seed,2021-07-01,"€2,700,000",,1.0,SaaS for predicting plant growth and optimizing operations in greenhouses.,AI,HarvestAi AI startup website,0.0,0.0,1000.0,500.0,1,€,2700000.0,€,2700000.0,1.19,historical,1.19,2700000.0,2700000.0,5,17,2,information_technology
_blaenk,2020-10-01,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Advertising, Cloud Data Services,,,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,11-50,2,"$1,733,349",Seed,2021-07-01,"$560,000",5.0,,The the leading Omnichannel RetailTech Startup in Europe.,Advertising,_blaenk Advertising startup website,0.0,0.0,1000.0,500.0,1,$,1733349.0,$,560000.0,1.19,historical,1.19,2062685.31,666400.0,4,8,2,communication_services
trustkey,2020-01-01,"Kirchheim, Bayern, Germany",Kirchheim,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Customer Service, Data Management,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Seed,2021-07-07,,2.0,,"Trustkey is a software company that provides living processes-As-A-Service in one system, driven by templates and improved by metrics.",Customer Service,trustkey Customer Service startup website,197.0,0.0,12.0,448.0,0,,,,,1.18,historical,1.18,,,5,18,2,industrials
ROADIA,2021-01-01,"Potsdam, Brandenburg, Germany",Potsdam,Brandenburg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, AI,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$1,042,279",Pre-Seed,2021-07-29,"$1,000,000",1.0,6.0,ROADIA is a potsdam based company that develops scalable road safety sensors,Analytics,ROADIA Analytics startup website,0.0,0.0,559.0,500.0,1,$,1042279.0,$,1000000.0,1.18,historical,1.18,1229889.22,1180000.0,4,6,1,information_technology
Retalos,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Retail,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2021-08-01,,,,The Next Step for Retail Technology,Information Technology,Retalos Information Technology startup website,0.0,0.0,459.0,500.0,1,,,,,1.19,historical,1.19,,,5,18,1,information_technology
Character,2021-08-01,"Emmelshausen, Rheinland-Pfalz,",Emmelshausen,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Consumer Software, Social, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2021-08-02,,1.0,,Friend-finding app based on thought-provoking questions,Consumer Software,Character Consumer Software startup website,0.0,0.0,0.0,0.0,0,,,,,1.19,historical,1.19,,,3,0,1,information_technology
OOHLEMON,2020-05-28,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ad Targeting, Advertising, Advertising Platforms,,,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,11-50,1,,Seed,2021-08-03,,,,OOHLEMON is an advertising company that gives screens to the community and earns a passive income.,Ad Targeting,OOHLEMON Ad Targeting startup website,0.0,0.0,145.0,424.0,0,,,,,1.19,historical,1.19,,,4,14,2,communication_services
focused ai,2021-08-06,"Ingelheim Am Rhein, Rheinland-Pfalz,",Ingelheim Am Rhein,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"AI, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2021-08-06,,3.0,1.0,AI-powered information distribution hub for construction companies: Making sure that all info finally ends up where it is supposed to be.,AI,focused ai AI startup website,0.0,534.0,6000.0,500.0,1,,,,,1.18,historical,1.18,,,3,0,1,information_technology
DIDIT,2020-02-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mobile Payments, Payments, Restaurants",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€4,000,000",Seed,2021-08-15,"€2,000,000",6.0,,Pay at restaurants whenever and whoever you want - in just 15 seconds.,Mobile Payments,DIDIT Mobile Payments startup website,0.0,0.0,1000.0,0.0,0,€,4000000.0,€,2000000.0,1.18,historical,1.18,4000000.0,2000000.0,4,18,2,information_technology
Daliado,2021-04-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Cryptocurrency, Real Estate,",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,11-50,2,"$100,000",Pre-Seed,2021-08-27,"$80,000",,1.0,Flexible tokenized Second Home co-owning,Blockchain,Daliado Blockchain startup website,0.0,0.0,9000.0,500.0,1,$,100000.0,$,80000.0,1.18,historical,1.18,118000.0,94400.0,3,4,1,web3_blockchain
Moving Parts,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Developer Tools, iOS, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$125,000",Pre-Seed,2021-08-31,"$125,000",5.0,,Moving Parts is building a library of reusable UI components for iOS.,Developer Tools,Moving Parts Developer Tools startup website,0.0,0.0,0.0,0.0,0,$,125000.0,$,125000.0,1.18,historical,1.18,147500.0,147500.0,4,7,1,information_technology
Jungle Program,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corporate Training, Education,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,2,,Pre-Seed,2021-09-01,,1.0,,Jungle Program helps guide developers through their technical challenges.,Corporate Training,Jungle Program Corporate Training startup website,0.0,0.0,2000.0,500.0,1,,,,,1.18,historical,1.18,,,5,20,1,industrials
Sled,2021-01-01,"Heidelberg, Baden-Wurttemberg,",Heidelberg,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"$125,000",Pre-Seed,2021-09-02,"$125,000",1.0,,Sled enables the extraction of metadata and usage data that is not available to exist data catalog solutions.,Analytics,Sled Analytics startup website,0.0,0.0,0.0,0.0,0,$,125000.0,$,125000.0,1.18,historical,1.18,147500.0,147500.0,4,8,1,information_technology
Lhotse,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Enterprise Software, Information Technology,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€5,000,000",Seed,2021-09-13,"€5,000,000",7.0,4.0,Lhotse is an intuitive SaaS platform that automates and simplifies procurement,Enterprise Software,Lhotse Enterprise Software startup website,0.0,0.0,3000.0,500.0,1,€,5000000.0,€,5000000.0,1.18,historical,1.18,5000000.0,5000000.0,5,20,2,information_technology
Retamo,2020-04-01,"Offenburg, Baden-Wurttemberg,",Offenburg,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Seed,2021-09-13,,1.0,,"Retamo enables the monitoring, generation, marketing and evaluation of online customer ratings.",Software,Retamo Software startup website,3.0,146.0,649.0,500.0,1,,,,,1.18,historical,1.18,,,4,17,2,information_technology
Kansi Solutions,2021-08-02,"Namborn, Saarland, Germany",Namborn,Saarland,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Cryptocurrency, Telecommunications",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"$500,000",Pre-Seed,2021-09-15,"$500,000",,2.0,Decentralized Mining Solutions,Cryptocurrency,Kansi Solutions Cryptocurrency startup website,903.0,0.0,0.0,0.0,0,$,500000.0,$,500000.0,1.18,historical,1.18,590000.0,590000.0,3,1,1,financials
Sub Capitals GmbH,2021-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Financial Services,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2021-09-15,,1.0,6.0,"Sub Capitals vision is to bring more equality to the financial markets. To achieve this, they are enabling AI in every investment process.",AI,Sub Capitals GmbH AI startup website,0.0,626.0,2000.0,500.0,1,,,,,1.18,historical,1.18,,,4,8,1,information_technology
Superbryte,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Consulting, Education, Software,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,,Pre-Seed,2021-09-20,,1.0,,"Superbryte we are building a universal, digital suite for coaches, teachers, educators and instructors.",Consulting,Superbryte Consulting startup website,0.0,0.0,114000.0,500.0,1,,,,,1.17,historical,1.17,,,4,8,1,industrials
